A
Wei, C.X. George	魏楚雄
Wei, Karen T.	陈同丽
Wei, Shang-jin	魏尚进
Weidner, Marsha	魏盟夏
Weiss, Jessica Chen	白洁曦
Weitz, Ankeney	魏文妮
Welch, Holmes	尉迟酣
Weld, Susan Roosevelt	罗凤鸣 
 
Welland, Sasha Su-ling	魏淑凌
Weller, Robert P.	魏乐博
Welter, Albert	魏雅博
Wen, Guanzhong James	文贯中
Weng, Po-wei	翁柏伟
Werner, Sabine	魏莎彬
West, Stephen H.	奚如谷
White, Lynn T.	白霖
Whitfield, Roderick	韦陀
Whitfield, Susan	魏泓
Whiting, Susan	白素珊
Whyte, Martin K.	怀默霆
Wiant, Bliss M.	范天祥
Wilbur, Clarence M.	韦慕庭
Wichmann, Elizabeth	魏莉莎
Wickeri, Philip L.	魏克利
Widmer, Ellen	魏爱莲
Wieger, Leon	戴遂良
Wiens, Mi Chu	居蜜
Wiest, Jean-Paul	魏扬波
Wilcox, Emily	魏美玲
Wilhelm, Hellmut	卫德明
Wilhelm, Richard	卫礼贤
Wilkinson, Endymion	魏根深
Will, Pierre-Etienne	魏丕信
Williams, C. A. S.	文林士
Williams, Crispin	魏克彬
Williams, Philip F.	魏纶
 
Williams, Samuel W.	卫三畏
Wills, John E. Jr.	卫思韩
Wittfogel, Karl A.	魏复古
Witzleben, Lawrence J.	卫慈朋
Wixted, John T.	魏世德
Wolf, Arthur	武雅士
Wolf, Margery	卢蕙馨
Won, Jaeyoun	全加勇
Wong, Christine P. W.	黄佩华
Wong, Chuen-Fung	黄泉锋
Wong, Dorothy	王静芬
Wong, Isabel K.F.	黄琼潘
Wong, Kwok-yiu	王国尧
Wong, R. Bin	王国斌
Wong, Shirleen S.	黄秀魂
Wong, Siu-kit	黄兆杰
Wong, Stephanie M.	黄欣慧
Wong, Timothy	黄宗泰
Woo, Lisa C.	任长正
Woo, Margaret Y.K.	伍绮剑
Woo, Wing Thye	胡永泰
Wood, Alan T.	穆伦
Wood, Frances	吴芳思
Worthing, Peter	吴彼得
Wright, Arthur	芮沃寿
Wright, David C.	赖大卫
Wright, Henry T.	华翰维
 
Wright, Mary C.	芮玛丽
Wu, Ben	吳犇
Wu, David Y. H.	吴燕和
Wu, Edna	武庆云
Wu, Eugene	吴文津
Wu, Fusheng	吴伏生
Wu, Hongyu	吴红雨
Wu, Hung	巫鸿
Wu, Jiang	吴疆
Wu, Jui-Man（Mandy）	吴瑞滿
Wu, Michelle M.	吳敏嘉
Wu, Pei-yi	吴百益
Wu, Shellen X.	吴晓
Wu, Sue-mei	吳素美
Wu, Wenguang	吴文光
Wu, Xiaogang	吴晓刚
Wu, Xiaolong	吴霄龙
Wu, Yenna	吳燕娜
Wu, Yi-Li	吴一立
Wu, Yuan-li	吴元黎
Wyatt, Don	韦栋
Wue, Roberta	伍美華
Wyngaert, Anastasius van den	万嘉德


X
Xia, Yafeng	夏亚峰
Xiao, Chi	萧驰
Xiao, Qiang	萧强
 
Xiao, Zhiwei	萧知纬
Xie, Wen	谢文
Xie, Yu	谢宇
Xie, Zhiguo	解志国
Xiong, Victor C.	熊存瑞
Xiong, Wei	熊伟
Xu, Chenggang	许成刚
Xu, Gang	徐刚
Xu, Guangqiu	许光秋
Xu, Guoqi	徐国琦
Xu, Hong	徐鸿
Xu, Liejiong	徐烈炯
Xu, Min	徐敏
Xu, Tong	徐彤
Xu, Xiaoqun	徐小群
Xu, Ye	许晔
Xu, Yi	许怡
Xue, Jingyu	薛京玉
Xue, Litai	薛理泰
Xue, Zhaohui	薛昭慧


Y
Yabuuchi,  Kiyoshi	藪内清
Yahuda, Michael	叶胡达
Yamane, Yukio	山根幸夫
Yan, Haiping	颜海平
Yan, Hai-rong	严海蓉
Yan,Margaret Mian Yan	严绵
 
Yan, Yunxiang	阎云翔
Yang, Andrew N.D.（Nien-Chu Yang）	杨念祖
Yang, C. K.	杨庆堃
Yang, Dali	杨大利
Yang, Daniel Shih-p’eng	杨世彭
Yang, Fenggang	杨凤岗
Yang, Guobin	杨国斌
Yang, Jidong	杨继东
Yang, Lien-sheng	杨联陞
Yang, Maochun	杨懋春
Yang, Mayfair	杨美惠
Yang, Mu	杨牧
Yang, Paul Fu-mien	杨福绵
Yang, Qing	杨青
Yang, Richard Fu-sen	杨富森
Yang, Henrietta	杨淑芬
Yang, Shuhui	杨曙辉
Yang, Tao	杨涛
Yang, Xiaobin	杨小滨
Yang, Xiaoneng	杨晓能
Yang, Xiaoshan	杨晓山
Yang, Anand A.	杨雅南
Yang, Zhiguo	杨志国
Yao, Chang Kuang-tien	姚张光天
Yao, Hai-hsing	姚海星
Yao, Ping	姚平
Yao, Tao-chung	姚道中
Yates, Robin D.S.	叶山
 
Ye, Tan	叶坦
Ye, Wa	叶娃
Ye, Weili	叶维丽
Ye, Yang	叶扬
Yearley, Lee H.	叶尔利
Yeh, Emily Ting	叶亭
Yeh, Florence Chia-ying	叶嘉莹
Yeh, Michelle Mi-Hsi	奚密
Yeh, Nora	叶娜
Yeh, Wen-hsin	叶文心
Yep, Ka-che	叶嘉炽
Yifa, Shi	释依法
Yin, Binyong	尹斌庸
Yinshun, Shi	释印顺
Yip, Moira	叶琳娜
Yip, Virginia	叶彩燕
Yip, Wai-lin	叶维廉
Yong, Ying	雍颖
Yoshiko, Yoshimura	吉村敬子
You, Ji	由冀
Young, Ernest P.	杨格
Young, Marilyn	马瑞林·杨 （又作玛丽莲·杨）
Young, John	杨觉勇
Yu, Alice	艾丽斯·余
Yu, Anthony C.	余国藩
Yu, Bin	于滨
Yu, Chun-fang	于君方
Yu, Hunry	于全毅
 
Yu, Jimmy	果谷
Yu, Pauline	余宝琳
Yu, Siu Wah	余少华
Yu, Xingzhong	於兴中
Yu, Ying-shih	余英时
Yuan, Jing-dong	袁劲东
Yuan, Ming	袁明
Yuan, Tung-li	袁同礼
Yue-Hashimoto, Anne	余蔼芹
Yun, Lisa	袁丽珊
Yung, Bell	荣鸿曾
Yung, Judy	杨碧芳


Z
Zanasi, Margherita	曾玛莉
Zang, Dongsheng	臧东升
Zang, Xiaowei	臧小伟
Zarrow, Peter	沙培德
Zeitlin, Judith	蔡九迪
Zelin, Madeleine	曾小萍
Zhai, Qiang	翟強
Zhang, Boyu	张伯瑜
Zhang, Cong Ellen	张聪
Zhang, Haihui	张海惠
Zhang, Hongming	张洪明
Zhang, Jianzhong	张建中
Zhang, Li	张鹂
Zhang, Liqing	张立青
 
Zhang, Longxi	张隆溪
Zhang, Nongji	张农基
Zhang, Shuguang	张曙光
Zhang, Xin	张信
Zhang, Xudong	张旭东
Zhang, Weihua	张伟华
Zhang, Yingjin	张英进
Zhang, Yue	张月
Zhao, Dingxin	赵鼎新
Zhao, Quansheng	赵全胜
Zhao, Suisheng	赵穗生
Zhao, Wei	赵伟
Zhao, Xinshu	赵心树
Zheng, Liren	郑力人
Zheng, Shengtian	郑胜天
Zheng, Su	郑苏
Zheng, Tiantian	郑田田
Zheng, Wentong	郑文通
Zheng, Yongnian	郑永年
Zhiru, Shi	释智如
Zhong, Xueping	钟雪萍
Zhou, Li'an	周黎安
Zhou, Luo	周珞
Zhou, Min	周敏
Zhou, Minglang	周明朗
Zhou, Peter X.P.	周欣平
Zhou, Qiren	周其仁
Zhou, Xueguang	周雪光
 
Zhou, Xun	周逊
Zhou, Yiqun	周轶群
Zhou, Yu	周宇
Zhou, Yuan	周原
Zhu, Xiaodong	朱晓东
Zhu, Zhiqun	朱志群
Zimmer, Thomas	司马涛
Ziporyn, Brook	任博克
Zito, Angela	司徒安
Zottoli, Angelo	晁德莅
Zou, Jiping	邹际平
Zou, Ke	邹科
Zou, Xiuying	邹秀英
Zuo, Jiping	左际平
Zürcher, Erik	许理和
Zurndorfer, Harriet	宋汉理
