,名字,姓,名,中文名,汉名,漢名,洋名又名,汉名又名,无调姓,无调名,生年,卒年,族裔,备注,加权计数
1799,William Alexander Parsons Martin,Martin,William Alexander Parsons,丁韪良,丁韪良,丁韙良,0,0,Martin, William Alexander Parsons,0.0,0.0,0,0,10
1802,Robert B Marks,Marks,Robert B,马立博,马立博,馬立博,0,0,Marks, Robert B,0.0,0.0,0,0,10
1803,Robert B. Marks,Marks,Robert B.,馬立博,马立博,馬立博,0,0,Marks, Robert B.,0.0,0.0,0,0,10
1805,Mark A. Csikszentmihalyi,Mark,Mark A. Csikszentmih,齐思敏,齐思敏,齊思敏,0,0,Mark,Mark A. Csikszentmih,1964.0,0.0,0,0,10
1809,Kai Marchal,Marchal,Kai,马恺之,马恺之,馬愷之,0,0,Marchal,Kai,0.0,0.0,0,0,10
1810,Kai Marchal,Marchal,Kai,馬愷之,马恺之,馬愷之,0,0,Marchal, Kai,0.0,0.0,0,0,10
1820,Goran Malmqvist,Malmqvist,Goran,马悦然,马悦然,馬悅然,0,0,Malmqvist, Goran,0.0,0.0,0,0,20
1821,Göran Malmqvist,Malmqvist,Göran,马悦然,马悦然,馬悅然,0,0,Malmqvist,Goran,1924.0,0.0,0,0,10
1824,John Makeham,Makeham,John,梅约翰,梅约翰,梅約翰,0,0,Makeham, John,0.0,0.0,0,0,20
1825,John Makeham,Makeham,John,梅约翰,梅约翰,梅約翰,0,0,Makeham,John,1955.0,0.0,0,0,12
1828,Victor Mair,Mair,Victor,梅维恒,梅维恒,梅維恆,0,0,Mair, Victor,0.0,0.0,0,0,10
1829,Victor H. Mair,Mair,Victor H.,梅維恒,梅维恒,梅維恒,0,0,Mair, Victor H.,0.0,0.0,0,0,10
1836,Colin MacKerras,MacKerras,Colin,马克林,马克林,馬克林,0,0,MacKerras, Colin,0.0,0.0,0,0,10
1837,Colin Mackerras,Mackerras,Colin,馬克林,马克林,馬克林,0,0,Mackerras, Colin,0.0,0.0,0,0,10
1842,Jing-heng Sheng Ma,Ma,Jing-heng Sheng,马靜恒,马静恒,馬靜恆,0,0,Ma, Jing-heng Sheng,0.0,0.0,0,0,10
1843,Jing-heng Sheng Ma,Ma,Jing-heng Sheng,馬靜恒,马静恒,馬靜恒,0,0,Ma, Jing-heng Sheng,0.0,0.0,0,0,10
1853,Richard J. Lynn,Lynn,Richard J.,林理彰,林理彰,林理彰,0,0,Lynn, Richard J.,0.0,0.0,0,0,10
1854,Richard John Lynn,Lynn,Richard John,林理彰,林理彰,林理彰,0,0,Lynn, Richard John,0.0,0.0,0,0,10
1866,Sheri A Lullo,Lullo,Sheri A,卢诗蕊,卢诗蕊,盧詩蕊,0,0,Lullo, Sheri A,0.0,0.0,0,0,10
1867,Sheri A. Lullo,Lullo,Sheri A.,盧詩蕊,卢诗蕊,盧詩蕊,0,0,Lullo, Sheri A.,0.0,0.0,0,0,10
1873,W. Pey Lucian,Lucian,W. Pey,白鲁恂,白鲁恂,白魯恂,0,0,Lucian, W. Pey,0.0,0.0,0,0,10
1908,Rudolf Löwenthal,Löwenthal,Rudolf,羅文達,罗文达,羅文達,0,0,Lowenthal, Rudolf,0.0,0.0,0,0,10
1919,Olga Lomová,Lomová,Olga,罗然,罗然,羅然,0,0,Lomova,Olga,1955.0,0.0,0,0,10
1920,Olga Lomová,Lomová,Olga,羅然,罗然,羅然,0,0,Lomova, Olga,0.0,0.0,0,0,10
1922,Rudolph Loewenthal,Loewenthal,Rudolph,羅文達,罗文达,羅文達,0,0,Loewenthal, Rudolph,0.0,0.0,0,0,10
1924,Michael Loewe,Loewe,Michael,鲁惟一,鲁惟一,魯惟一,0,0,Loewe,Michael,1922.0,0.0,英国,0,12
1925,Michael Loewe,Loewe,Michael,魯惟一,鲁惟一,魯惟一,0,0,Loewe, Michael,0.0,0.0,0,0,10
1939,Yuet Keung Lo,Lo,Yuet Keung,勞悅強,劳悦强,勞悅強,0,0,Lo, Yuet Keung,0.0,0.0,0,0,10
1940,Yuet-keung Lo,Lo,Yuet-keung,劳悦强,劳悦强,勞悅強,0,0,Lo, Yuet-keung,0.0,0.0,0,0,10
1966,Kwang-Ching Liu,Liu,Kwang-Ching,刘广京,刘广京,劉廣京,0,0,Liu, Kwang-Ching,0.0,0.0,0,0,10
1967,Kwang-ching Liu,Liu,Kwang-ching,劉廣京,刘广京,劉廣京,0,0,Liu, Kwang-ching,0.0,0.0,0,0,10
1985,Shu-hsien Liu,Liu,Shu-hsien,刘述先,刘述先,劉述先,0,0,Liu,Shu-hsien,0.0,0.0,0,0,10
1986,Shu-hsien Liu,Liu,Shu-hsien,劉述先,刘述先,劉述先,0,0,Liu, Shu-hsien,0.0,0.0,0,0,10
2003,Xun Liu,Liu,Xun,刘迅,刘迅,劉迅,0,0,Liu, Xun,0.0,0.0,0,0,10
2004,Xun Liu,Liu,Xun,劉迅,刘迅,劉迅,0,0,Liu,Xun,0.0,0.0,0,0,10
2018,E. Perry Link,Link,E. Perry,林培瑞,林培瑞,林培瑞,0,0,Link, E. Perry,0.0,0.0,0,0,10
2019,Perry Link,Link,Perry,林培瑞,林培瑞,林培瑞,0,0,Link, Perry,0.0,0.0,0,0,10
2043,Man-houng Lin,Lin,Man-houng,林满红,林满红,林滿紅,0,0,Lin, Man-houng,0.0,0.0,0,0,10
2044,Man-Houng Lin,Lin,Man-Houng,林滿紅,林满红,林滿紅,0,0,Lin, Man-Houng,0.0,0.0,0,0,10
2062,Yusheng Lin,Lin,Yusheng,林毓生,林毓生,林毓生,0,0,Lin, Yusheng,0.0,0.0,0,0,10
2063,Yu-sheng Lin,Lin,Yu-sheng,林毓生,林毓生,林毓生,0,0,Lin, Yu-sheng,0.0,0.0,0,0,10
2072,Louis Ligeti,Ligeti,Louis,李盖提,李盖提,李蓋提,0,0,Ligeti, Louis,0.0,0.0,0,0,10
2073,Louis Ligeti,Ligeti,Louis,李蓋提,李盖提,李蓋提,0,0,Ligeti,Louis,0.0,0.0,0,0,10
2082,Hsien-huei Liao,Liao,Hsien-huei,廖咸惠,廖咸惠,廖鹹惠,0,0,Liao, Hsien-huei,0.0,0.0,0,0,10
2083,Hsien-huei Liao,Liao,Hsien-huei,廖咸惠,廖咸惠,廖咸惠,0,0,Liao, Hsien-huei,0.0,0.0,0,0,10
2094,Audrey Y.H. Li,Li,Audrey Y.H.,李艳惠,李艳惠,李豔惠,0,0,Li, Audrey Y.H.,0.0,0.0,0,0,20
2098,Chenyang Li,Li,Chenyang,李晨阳,李晨阳,李晨陽,0,0,Li,Chenyang,1956.0,0.0,华裔,0,10
2099,Chenyang Li,Li,Chenyang,李晨陽,李晨阳,李晨陽,0,0,Li, Chenyang,0.0,0.0,0,0,10
2104,Feng Li,Li,Feng,李峰,李峰,李峯,0,0,Li, Feng,0.0,0.0,0,0,20
2105,Feng Li,Li,Feng,李峰,李峰,李峰,0,0,Li,Feng,1962.0,0.0,华裔美国,0,10
2111,Huaiyin Li,Li,Huaiyin,李怀印,李怀印,李懷印,0,0,Li, Huaiyin,0.0,0.0,0,0,10
2112,Huai-yin Li,Li,Huai-yin,李懷印,李怀印,李懷印,0,0,Li, Huai-yin,0.0,0.0,0,0,10
2134,Tze-chung Li,Li,Tze-chung,李志钟,李志钟,李志鍾,0,0,Li, Tze-chung,0.0,0.0,0,0,10
2135,Tze-chung Li,Li,Tze-chung,李志鐘,李志钟,李志鐘,0,0,Li, Tze-chung,0.0,0.0,0,0,10
2146,Yen-hui Audrey Li,Li,Yen-hui Audrey,李豔惠,李艳惠,李豔惠,0,0,Li, Yen-hui Audrey,0.0,0.0,0,0,10
2150,Mark E. Lewis,Lewis,Mark E.,陆威仪,陆威仪,陸威儀,0,0,Lewis,Mark E.,1954.0,0.0,美国,0,12
2151,Mark Edward Lewis,Lewis,Mark Edward,陆威仪,陆威仪,陸威儀,0,0,Lewis, Mark Edward,0.0,0.0,0,0,20
2153,Dore Levy,Levy,Dore,李德瑞,李德瑞,李德瑞,0,0,Levy, Dore,0.0,0.0,0,0,10
2154,Dore J. Levy,Levy,Dore J.,李德瑞,李德瑞,李德瑞,0,0,Levy, Dore J.,0.0,0.0,0,0,10
2162,Joseph R. Levenson,Levenson,Joseph R.,列文森,列文森,列文森,0,0,Levenson, Joseph R.,0.0,0.0,0,0,20
2163,Joseph R. Levenson,Levenson,Joseph R.,列文森,列文森,列文森,0,0,Levenson,Joseph R.,0.0,0.0,0,0,10
2167,Angela Ki Che Leung,Leung,Angela Ki Che,梁其姿,梁其姿,梁其姿,AKC Leung,0,Leung, Angela Ki Che,0.0,0.0,0,0,10
2168,Angela Kit Che Leung,Leung,Angela Kit Che,梁其姿,梁其姿,梁其姿,0,0,Leung, Angela Kit Che,0.0,0.0,0,0,10
2210,James Lee,Lee,James,李中清,李中清,李中清,0,0,Lee, James,0.0,0.0,0,0,10
2211,James Z. Lee,Lee,James Z.,李中清,李中清,李中清,0,0,Lee, James Z.,0.0,0.0,0,0,10
2218,Leo Ou-fan Lee,Lee,Leo Ou-fan,李欧梵,李欧梵,李歐梵,0,0,Lee, Leo Ou-fan,0.0,0.0,0,0,10
2219,Leo Ou-Fan Lee,Lee,Leo Ou-Fan,李歐梵,李欧梵,李歐梵,0,0,Lee, Leo Ou-Fan,0.0,0.0,0,0,10
2239,Yokshiu F Lee,Lee,Yokshiu F,李煜绍,李煜绍,李煜紹,0,0,Lee, Yokshiu F,0.0,0.0,0,0,10
2240,Yokshiu F. Lee,Lee,Yokshiu F.,李煜紹,李煜绍,李煜紹,0,0,Lee, Yokshiu F.,0.0,0.0,0,0,10
2244,Lothar Ledderose,Ledderose,Lothar,雷德侯,雷德侯,雷德侯,0,0,Ledderose, Lothar,0.0,0.0,0,0,10
2245,Lothar Ledderose,Ledderose,Lothar,雷德侯,雷德侯,雷德侯,0,0,Ledderose,Lothar,0.0,0.0,0,0,10
2250,Charles Le Blanc,Le Blanc,Charles,白光華,白光华,白光華,0,0,Le Blanc, Charles,0.0,0.0,0,0,10
2252,Marco Lazzarotti,Lazzarotti,Marco,李克,李克,李克,0,0,Lazzarotti, Marco,0.0,0.0,0,0,10
2263,D. C . Lau,Lau,D. C .,刘殿爵,刘殿爵,劉殿爵,0,0,Lau,D. C .,1921.0,2010.0,中国香港,0,13
2264,D.C. Lau,Lau,D.C.,劉殿爵,刘殿爵,劉殿爵,0,0,Lau, D.C.,0.0,0.0,0,0,10
2278,Fierre F. Landry,Landry,Fierre F.,李磊,李磊,李磊,0,0,Landry, Fierre F.,0.0,0.0,0,0,10
2279,Pierre F. Landry,Landry,Pierre F.,李磊,李磊,李磊,0,0,Landry, Pierre F.,0.0,0.0,0,0,10
2302,Karyn Lai,Lai,Karyn,賴蘊慧,赖蕴慧,賴蘊慧,0,0,Lai, Karyn,0.0,0.0,0,0,10
2303,Karyn L. Lai,Lai,Karyn L.,赖蕴慧,赖蕴慧,賴蘊慧,0,0,Lai,Karyn L.,0.0,0.0,0,0,10
2324,Marina Kuznetsova-Fetisova,Kuznetsova-Fetisova,Marina,顧曼莉,顾曼莉,顧曼莉,0,0,Kuznetsova-Fetisova, Marina,0.0,0.0,0,0,10
2325,Norman Kutcher,Kutcher,Norman,柯啟玄,柯启玄,柯啟玄,0,0,Kutcher, Norman,0.0,0.0,0,0,10
2326,Norman Alan Kutcher,Kutcher,Norman Alan,柯启玄,柯启玄,柯啓玄,0,0,Kutcher, Norman Alan,0.0,0.0,0,0,10
2328,Shigehisa Kuriyama,Kuriyama,Shigehisa,栗山茂久,栗山茂久,慄山茂久,0,0,Kuriyama, Shigehisa,0.0,0.0,0,0,10
2329,Shigehisa Kuriyama,Kuriyama,Shigehisa,栗山茂久,栗山茂久,栗山茂久,0,0,Kuriyama, Shigehisa,0.0,0.0,0,0,10
2333,Chunghao Kuo,Kuo,Chunghao,郭忠豪,郭忠豪,郭忠豪,0,0,Kuo, Chunghao,0.0,0.0,0,0,10
2336,Pio Kuo,Kuo,Pio,郭忠豪,郭忠豪,郭忠豪,0,0,Kuo, Pio,0.0,0.0,0,0,10
2347,P.N. Kuiper,Kuiper,P.N.,高柏,高柏,高柏,0,0,Kuiper, P.N.,0.0,0.0,0,0,10
2348,Leonard W. J. van der Kuijp,Kuijp,Leonard W. J. van der,范德康,范德康,范德康,0,0,Kuijp, Leonard W. J. van der,0.0,0.0,0,0,10
2350,Philip Kuhn,Kuhn,Philip,孔飞力,孔飞力,孔飛力,0,孔复礼,Kuhn, Philip,0.0,0.0,0,0,10
2351,Philip A. Kuhn,Kuhn,Philip A.,孔飛力,孔飞力,孔飛力,0,0,Kuhn, Philip A.,0.0,0.0,0,0,10
2352,Philip Alden Kuhn,Kuhn,Philip Alden,孔飞力,孔飞力,孔飛力,0,0,Kuhn,Philip Alden,0.0,0.0,0,0,10
2363,Vasili Mikhailovich Kryukov,Kryukov,Vasili Mikhailovich,刘华夏,刘华夏,劉華夏,0,0,Kryukov, Vasili Mikhailovich,0.0,0.0,0,0,10
2364,Vassili Kryukov,Kryukov,Vassili,劉華夏,刘华夏,劉華夏,0,0,Kryukov, Vassili,0.0,0.0,0,0,10
2379,Jon Kowallis,Kowallis,Jon,寇致铭,寇致铭,寇致銘,0,0,Kowallis, Jon,0.0,0.0,0,0,10
2380,Jon Eugene von Kowallis,Kowallis,Jon Eugene von,寇致銘,寇致铭,寇致銘,0,0,Kowallis, Jon Eugene von,0.0,0.0,0,0,10
2394,Naitō Konan,Konan,Naitō,内藤湖南,内藤湖南,內藤湖南,0,0,Konan, Naito,0.0,0.0,0,0,10
2407,David Knechtges,Knechtges,David,康達維,康达维,康達維,0,0,Knechtges, David,0.0,0.0,0,0,10
2408,David R. Knechtges,Knechtges,David R.,康达维,康达维,康達維,0,0,Knechtges, David R.,0.0,0.0,0,0,20
2409,David R. Knechtges,Knechtges,David R.,康达维,康达维,康達維,0,0,Knechtges,David R.,0.0,0.0,0,0,10
2418,Kenneth Klein,Klein,Kenneth,柯兰谷,柯兰谷,柯蘭谷,0,0,Klein, Kenneth,0.0,0.0,0,0,10
2419,Kenneth Klein,Klein,Kenneth,柯蘭穀,柯兰谷,柯蘭穀,0,0,Klein, Kenneth,0.0,0.0,0,0,10
2421,Terry Kleeman,Kleeman,Terry,祁泰履,祁泰履,祁泰履,0,0,Kleeman, Terry,0.0,0.0,0,0,10
2422,Terry F. Kleeman,Kleeman,Terry F.,祁泰履,祁泰履,祁泰履,0,0,Kleeman, Terry F.,0.0,0.0,0,0,10
2427,William Kirby,Kirby,William,柯伟林,柯伟林,柯偉林,0,0,Kirby, William,0.0,0.0,0,0,10
2428,William C. Kirby,Kirby,William C.,柯偉林,柯伟林,柯偉林,0,0,Kirby, William C.,0.0,0.0,0,0,10
2433,Ambrose Y.C King,King,Ambrose Y.C,金耀基,金耀基,金耀基,0,0,King, Ambrose Y.C,0.0,0.0,0,0,10
2434,Ambrose Y.C. King,King,Ambrose Y.C.,金耀基,金耀基,金耀基,0,0,King, Ambrose Y.C.,0.0,0.0,0,0,10
2460,Paize C. Keulemans,Keulemans,Paize C.,古柏,古柏,古柏,0,0,Keulemans, Paize C.,0.0,0.0,0,0,10
2461,Pieter Keulemans,Keulemans,Pieter,古柏,古柏,古柏,0,0,Keulemans, Pieter,0.0,0.0,0,0,10
2463,Martin Kern,Kern,Martin,柯马丁,柯马丁,柯馬丁,0,0,Kern, Martin,0.0,0.0,0,0,20
2464,Martin Kern,Kern,Martin,柯马丁,柯马丁,柯馬丁,0,0,Kern,Martin,0.0,0.0,0,0,12
2482,Paul Katz,Katz,Paul,康豹,康豹,康豹,0,0,Katz, Paul,0.0,0.0,0,0,10
2483,Paul R. Katz,Katz,Paul R.,康豹,康豹,康豹,0,0,Katz, Paul R.,0.0,0.0,0,0,10
2489,Bernard Karlgren,Karlgren,Bernard,高本漢,高本汉,高本漢,0,0,Karlgren, Bernard,0.0,0.0,0,0,10
2490,Klas B. J. Karlgren,Karlgren,Klas B. J.,高本汉,高本汉,高本漢,0,0,Karlgren,Klas B. J.,1889.0,1978.0,瑞典,0,10
2491,Klas Bernhard Johannes Karlgren,Karlgren,Klas Bernhard Johannes,高本汉,高本汉,高本漢,0,0,Karlgren, Klas Bernhard Johannes,0.0,0.0,0,0,10
2507,Marc Kalinowski,Kalinowski,Marc,馬克,马克,馬克,0,0,Kalinowski, Marc,0.0,0.0,0,0,10
2514,Harold Kahn,Kahn,Harold,康无为,康无为,康無爲,0,0,Kahn, Harold,0.0,0.0,0,0,10
2515,Harold Kahn,Kahn,Harold,康無為,康无为,康無為,0,0,Kahn, Harold,0.0,0.0,0,0,10
2526,David Jordon,Jordon,David,焦大衛,焦大卫,焦大衛,0,0,Jordon, David,0.0,0.0,0,0,10
2527,David K. Jordan,Jordan,David K.,焦大卫,焦大卫,焦大衛,0,0,Jordan, David K.,0.0,0.0,0,0,20
2529,Stephen Jones,Jones,Stephen,钟思第,钟思第,鍾思第,0,0,Jones, Stephen,0.0,0.0,0,0,10
2530,Stephen Jones,Jones,Stephen,鐘思第,钟思第,鐘思第,0,0,Jones, Stephen,0.0,0.0,0,0,10
2531,William C. Jones,Jones,William C.,钟威廉,钟威廉,鍾威廉,0,琼斯,Jones, William C.,0.0,0.0,0,0,10
2532,William C. Jones,Jones,William C.,鐘威廉,钟威廉,鐘威廉,0, 鐘斯,Jones, William C.,0.0,0.0,0,0,10
2533,Alastair Iain Johnston,Johnston,Alastair Iain,江憶恩,江忆恩,江憶恩,0,0,Johnston, Alastair Iain,0.0,0.0,0,0,10
2534,Alastair Ian Johnston,Johnston,Alastair Ian,江忆恩,江忆恩,江憶恩,0,0,Johnston, Alastair Ian,0.0,0.0,0,0,10
2538,David Johnson,Johnson,David,姜士彬,姜士彬,姜士彬,0,0,Johnson, David,0.0,0.0,0,0,10
2539,David Johnson,Johnson,David,薑士彬,姜士彬,薑士彬,0,0,Johnson, David,0.0,0.0,0,0,10
2555,Changbin Jiang,Jiang,Changbin,姜长斌,姜长斌,姜長斌,0,0,Jiang, Changbin,0.0,0.0,0,0,10
2556,Changbin Jiang,Jiang,Changbin,薑長斌,姜长斌,薑長斌,0,0,Jiang, Changbin,0.0,0.0,0,0,10
2562,Yonglin Jiang,Jiang,Yonglin,姜永琳,姜永琳,姜永琳,0,0,Jiang, Yonglin,0.0,0.0,0,0,10
2563,Yonglin Jiang,Jiang,Yonglin,薑永琳,姜永琳,薑永琳,0,0,Jiang, Yonglin,0.0,0.0,0,0,10
2577,Gary Jefferson,Jefferson,Gary,謝千里,谢千里,謝千里,0,0,Jefferson, Gary,0.0,0.0,0,0,10
2578,Gary H. Jefferson,Jefferson,Gary H.,谢千里,谢千里,謝千里,0,0,Jefferson, Gary H.,0.0,0.0,0,0,10
2593,Bruce Jacobs,Jacobs,Bruce,家博,家博,家博,0,0,Jacobs, Bruce,0.0,0.0,0,0,10
2594,J. Bruce Jacobs,Jacobs,J. Bruce,家博,家博,家博,0,0,Jacobs, J. Bruce,0.0,0.0,0,0,10
2599,Philip J. Ivanhoe,Ivanhoe,Philip J.,艾文贺,艾文贺,艾文賀,0,0,Ivanhoe, Philip J.,0.0,0.0,0,0,20
2600,Philip J. Ivanhoe,Ivanhoe,Philip J.,艾文贺,艾文贺,艾文賀,0,0,Ivanhoe,Philip J.,1954.0,0.0,0,0,13
2610,Robert L. Irick,Irick,Robert L.,艾文博,艾文博,艾文博,0,0,Irick, Robert L.,0.0,0.0,0,0,10
2611,Robert Lee Irick,Irick,Robert Lee,艾文博,艾文博,艾文博,0,0,Irick, Robert Lee,0.0,0.0,0,0,10
2618,Michael D. K. Ing,Ing,Michael D. K.,吴荣桂,吴荣桂,吳榮桂,0,0,Ing,Michael D. K.,0.0,0.0,美国,0,10
2619,Michael Kaulana Ing,Ing,Michael Kaulana,吴荣桂,吴荣桂,吳榮桂,0,0,Ing, Michael Kaulana,0.0,0.0,0,0,10
2626,Robert Hymes,Hymes,Robert,韩明士,韩明士,韓明士,0,0,Hymes, Robert,0.0,0.0,0,0,10
2627,Robert P. Hymes,Hymes,Robert P.,韓明士,韩明士,韓明士,0,0,Hymes, Robert P.,0.0,0.0,0,0,10
2632,Theodore Huters,Huters,Theodore,胡志德,胡志德,胡志德,0,0,Huters, Theodore,0.0,0.0,0,0,10
2633,Theodore D. Huters,Huters,Theodore D.,胡志德,胡志德,胡志德,0,0,Huters, Theodore D.,0.0,0.0,0,0,10
2647,Arthur W. Hummell,Hummell,Arthur W.,恒慕义,恒慕义,恆慕義,0,0,Hummell, Arthur W.,0.0,0.0,0,0,10
2648,Arthur W. Hummel,Hummel,Arthur W.,恒慕义,恒慕义,恒慕義,0,0,Hummel,Arthur W.,1884.0,1975.0,美国,0,20
2649,A. F. P. Hulsewé,Hulsewé,A. F. P.,何四维,何四维,何四維,0,0,Hulsewe,A. F. P.,1910.0,1993.0,荷兰,0,10
2650,A. F. P. Hulsewé,Hulsewé,A. F. P.,何四維,何四维,何四維,0,0,Hulsewe, A. F. P.,0.0,0.0,0,0,20
2654,Frederick G. L. Huetwell,Huetwell,Frederick G. L.,謝宇,谢宇,謝宇,0,0,Huetwell, Frederick G. L.,0.0,0.0,0,0,10
2662,C.T. James Huang,Huang,C.T. James,黃正德,黄正德,黃正德,0,0,Huang, C.T. James,0.0,0.0,0,0,10
2665,Chun-chieh Huang,Huang,Chun-chieh,黃俊傑,黄俊杰,黃俊傑,0,0,Huang, Chun-chieh,0.0,0.0,0,0,10
2666,Huang Chün-chieh,Huang,Chün-chieh,黄俊杰,黄俊杰,黃俊傑,0,0,Huang,Chun-chieh,0.0,0.0,0,0,10
2667,James C.T. Huang,Huang,James C.T.,黄正德,黄正德,黃正德,0,0,Huang, James C.T.,0.0,0.0,0,0,10
2674,Philip Huang,Huang,Philip,黄宗智,黄宗智,黃宗智,0,0,Huang, Philip,0.0,0.0,0,0,10
2675,Philip Chung-chih Huang,Huang,Philip Chung-chih,黃宗智,黄宗智,黃宗智,0,0,Huang, Philip Chung-chih,0.0,0.0,0,0,10
2698,John Y. H. Hu,Hu,John Y. H.,胡耀恒,胡耀恒,胡耀恆,0,0,Hu, John Y. H.,0.0,0.0,0,0,10
2699,John Y. H. Hu,Hu,John Y. H.,胡耀恒,胡耀恒,胡耀恒,0,0,Hu, John Y. H.,0.0,0.0,0,0,10
2709,Roselyn Hsueh Romano,Hsueh Romano,Roselyn,薛媖月,薛媖月,薛媖月,0,0,Hsueh Romano, Roselyn,0.0,0.0,0,0,10
2711,Hsü Cho-yun,Hsü,Cho-yun,许倬云,许倬云,許倬雲,0,0,Hsu,Cho-yun,1930.0,0.0,华裔美国,0,10
2712,Cho-yun Hsu,Hsu,Cho-yun,許倬雲,许倬云,許倬雲,0,0,Hsu, Cho-yun,0.0,0.0,0,0,20
2715,Immanuel C. Y. Hsu,Hsu,Immanuel C. Y.,徐中约,徐中约,徐中約,0,0,Hsu, Immanuel C. Y.,0.0,0.0,0,0,10
2716,Immanuel Chung-yueh Hsu,Hsu,Immanuel Chung-yueh,徐中約,徐中约,徐中約,0,0,Hsu, Immanuel Chung-yueh,0.0,0.0,0,0,10
2719,Kai-Yu Hsu,Hsu,Kai-Yu,許芥昱,许芥昱,許芥昱,0,0,Hsu, Kai-Yu,0.0,0.0,0,0,10
2720,Kai-yu Hsu,Hsu,Kai-yu,许芥昱,许芥昱,許芥昱,0,0,Hsu, Kai-yu,0.0,0.0,0,0,10
2729,Anderw Hsieh,Hsieh,Anderw,谢正光,谢正光,謝正光,0,0,Hsieh, Anderw,0.0,0.0,0,0,10
2730,Andrew Hsieh,Hsieh,Andrew,謝正光,谢正光,謝正光,0,0,Hsieh, Andrew,0.0,0.0,0,0,10
2735,John Fuh-sheng Hsieh,Hsieh,John Fuh-sheng,谢复生,谢复生,謝復生,0,0,Hsieh, John Fuh-sheng,0.0,0.0,0,0,10
2736,John Fuh-sheng Hsieh,Hsieh,John Fuh-sheng,謝複生,谢复生,謝複生,0,0,Hsieh, John Fuh-sheng,0.0,0.0,0,0,10
2740,Chi-ching Hsiao,Hsiao,Chi-ching,萧启庆,萧启庆,蕭啓慶,0,0,Hsiao, Chi-ching,0.0,0.0,0,0,10
2741,Chi-ching Hsiao,Hsiao,Chi-ching,蕭啟慶,萧启庆,蕭啟慶,0,0,Hsiao, Chi-ching,0.0,0.0,0,0,10
2744,Kung-ch’üan Hsiao,Hsiao,Kung-ch’üan,蕭公權,萧公权,蕭公權,0,0,Hsiao, Kung-ch’uan,0.0,0.0,0,0,10
2745,Kung-chuan Hsiao,Hsiao,Kung-chuan,萧公权,萧公权,蕭公權,0,0,Hsiao, Kung-chuan,0.0,0.0,0,0,10
2751,R. Po-chia Hsia,Hsia,R. Po-chia,夏伯嘉,夏伯嘉,夏伯嘉,0,0,Hsia, R. Po-chia,0.0,0.0,0,0,10
2752,Ronnie Po-chia Hsia,Hsia,Ronnie Po-chia,夏伯嘉,夏伯嘉,夏伯嘉,0,0,Hsia, Ronnie Po-chia,0.0,0.0,0,0,10
2780,David B. Honey,Honey,David B.,韩大伟,韩大伟,韓大偉,0,0,Honey, David B.,0.0,0.0,0,0,20
2781,David B. Honey,Honey,David B.,韩大伟,韩大伟,韓大偉,0,0,Honey,David B.,0.0,0.0,0,0,10
2785,Donald Holzman,Holzman,Donald,侯思孟,侯思孟,侯思孟,0,0,Holzman, Donald,0.0,0.0,0,0,20
2786,Donald Holzman,Holzman,Donald,侯思孟,侯思孟,侯思孟,0,0,Holzman,Donald,1926.0,0.0,德裔,0,10
2821,Michael Hill,Hill,Michael,韩嵩文,韩嵩文,韓嵩文,0,0,Hill, Michael,0.0,0.0,0,0,10
2822,Michael Gibbs Hill,Hill,Michael Gibbs,韓嵩文,韩嵩文,韓嵩文,0,0,Hill, Michael Gibbs,0.0,0.0,0,0,10
2823,James Hightower,Hightower,James,海陶瑋,海陶玮,海陶瑋,0,0,Hightower, James,0.0,0.0,0,0,10
2824,James R. Hightower,Hightower,James R.,海陶玮,海陶玮,海陶瑋,0,0,Hightower, James R.,0.0,0.0,0,0,10
2825,James R. Hightower,Hightower,James R.,海陶玮,海陶玮,海陶瑋,0,0,Hightower,James R.,1915.0,2006.0,美国,0,10
2826,Roland Higgins,Higgins,Roland,罗兰,罗兰,羅蘭,0,0,Higgins, Roland,0.0,0.0,0,0,10
2827,Roland L. Higgins,Higgins,Roland L.,羅蘭,罗兰,羅蘭,0,夏樂南,Higgins, Roland L.,0.0,0.0,0,0,10
2830,James Hevia,Hevia,James,何偉亞,何伟亚,何偉亞,0,0,Hevia, James,0.0,0.0,0,0,10
2831,James L． Hevia,Hevia,James L．,何伟亚,何伟亚,何偉亞,0,0,Hevia, James L.,0.0,0.0,0,0,10
2846,John Herman,Herman,John,何漢德,何汉德,何漢德,0,0,Herman, John,0.0,0.0,0,0,10
2847,John E. Herman,Herman,John E.,何汉德,何汉德,何漢德,0,0,Herman, John E.,0.0,0.0,0,0,10
2858,Gail E Henderson,Henderson,Gail E,韩德森,韩德森,韓德森,0,0,Henderson, Gail E,0.0,0.0,0,0,10
2859,Gail E. Henderson,Henderson,Gail E.,韓德森,韩德森,韓德森,0,0,Henderson, Gail E.,0.0,0.0,0,0,10
2869,Robert Hegel,Hegel,Robert,何谷理,何谷理,何谷理,0,0,Hegel, Robert,0.0,0.0,0,0,10
2870,Robert E. Hegel,Hegel,Robert E.,何穀理,何谷理,何穀理,0,0,Hegel, Robert E.,0.0,0.0,0,0,10
2879,Charles W. Hayford,Hayford,Charles W.,何復德,何复德,何復德,0,0,Hayford, Charles W.,0.0,0.0,0,0,10
2880,Charles W. Hayford,Hayford,Charles W.,何複德,何复德,何複德,0,0,Hayford, Charles W.,0.0,0.0,0,0,10
