,名字,姓,名,中文名,汉名,漢名,洋名又名,汉名又名,无调姓,无调名,生年,卒年,族裔,备注,加权计数,异文
3135,Zu-yan Chen,Chen,Zu-yan,陈祖言,陈祖言,陳祖言,0,0,Chen, Zu-yan,0,0,0,0,10,
3114,Shih-Chuan Chen,Chen,Shih-Chuan,程石泉,程石泉,程石泉,0,0,Chen, Shih-Chuan,0,0,0,0,10,
3090,Joseph C.Y. Chen,Chen,Joseph C.Y.,程贞一,程贞一,程貞一,0,0,Chen, Joseph C.Y.,0,0,0,0,10,
3073,Fan Pen Li Chen,Chen,Fan Pen Li,李凡平,李凡平,李凡平,0,0,Chen, Fan Pen Li,0,0,0,0,20,
3063,Jerome Ch'en,Ch'en,Jerome,陳志讓,陈志让,陳志讓,0,0,Ch'en, Jerome,0,0,0,0,10,
3851,Peter P. C. Cheng,Cheng,Peter P. C.,陳炳杞,陈炳杞,陳炳杞,0,0,Cheng, Peter P. C.,0,0,0,0,10,Peter P.C. Cheng
3041,Dean Cheng,Cheng,Dean,成斌,成斌,成斌,0,0,Cheng, Dean,0,0,0,0,20,
3039,Chung-ying Cheng,Cheng,Chung-ying,成中英,成中英,成中英,0,0,Cheng, Chung-ying,0,0,0,0,20,
3035,Anne Cheng,Cheng,Anne,程艾兰,程艾兰,程艾蘭,0,0,Cheng, Anne,0,0,0,0,10,
3036,Anne Cheng,Cheng,Anne,程艾藍,程艾蓝,程艾藍,0,0,Cheng, Anne,0,0,0,0,10,
3043,François Cheng,Cheng,François,程抱一,程抱一,程抱一,0,0,Cheng, Francois,0,0,0,0,20,
3044,Hong Cheng,Cheng,Hong,程洪,程洪,程洪,0,0,Cheng, Hong,0,0,0,0,20,
3049,Jim Cheng,Cheng,Jim,程健,程健,程健,0,0,Cheng, Jim,0,0,0,0,20,
3057,Tiejun Cheng,Cheng,Tiejun,程铁军,程铁军,程鐵軍,0,0,Cheng, Tiejun,0,0,0,0,20,
3048,Jason Cheng,Cheng,Jason,程文浩,程文浩,程文浩,0,0,Cheng, Jason,0,0,0,0,10,
3045,Hsi Cheng,Cheng,Hsi,程熙,程熙,程熙,0,0,Cheng, Hsi,0,0,0,0,10,
3061,Yinghong Cheng,Cheng,Yinghong,程映虹,程映虹,程映虹,0,0,Cheng, Yinghong,0,0,0,0,10,
3062,Yu-yin Cheng,Cheng,Yu-yin,程玉茵,程玉茵,程玉茵,0,0,Cheng, Yu-yin,0,0,0,0,20,
3056,Te-k’un Cheng,Cheng,Te-k’un,郑德坤,郑德坤,鄭德坤,0,0,Cheng, Te-k’un,0,0,0,0,20,
3042,Dennis C.H. Cheng,Cheng,Dennis C.H.,鄭吉雄,郑吉雄,鄭吉雄,0,0,Cheng, Dennis C.H.,0,0,0,0,10,
3038,Chin-chuan Cheng,Cheng,Chin-chuan,郑锦全,郑锦全,鄭錦全,0,0,Cheng, Chin-chuan,0,0,0,0,20,
3047,James K. Cheng,Cheng,James K.,郑炯文,郑炯文,鄭炯文,0,0,Cheng, James K.,0,0,0,0,20,
3051,Lisa Cheng,Cheng,Lisa,郑乃姗,郑乃姗,鄭乃姍,0,0,Cheng, Lisa,0,0,0,0,20,
3052,Pei-kai Cheng,Cheng,Pei-kai,郑培凯,郑培凯,鄭培凱,0,0,Cheng, Pei-kai,0,0,0,0,20,
3037,Bonnie Cheng,Cheng,Bonnie,郑如珀,郑如珀,鄭如珀,0,0,Cheng, Bonnie,0,0,0,0,10,
3055,Tao Cheng,Cheng,Tao,鄭濤,郑涛,鄭濤,0,0,Cheng, Tao,0,0,0,0,10,
3058,Weikun Cheng,Cheng,Weikun,鄭惟君,郑惟君,鄭惟君,0,0,Cheng, Weikun,0,0,0,0,10,
3050,John Cheng,Cheng,John,鄭維亮,郑维亮,鄭維亮,0,0,Cheng, John,0,0,0,0,10,
3060,Yen-wen Cheng,Cheng,Yen-wen,鄭硯文,郑砚文,鄭硯文,0,0,Cheng, Yen-wen,0,0,0,0,10,
3053,Ronald Ye-lin Cheng,Cheng,Ronald Ye-lin,郑怡林,郑怡林,鄭怡林,0,0,Cheng, Ronald Ye-lin,0,0,0,0,10,
3059,William Cheng,Cheng,William,鄭義為,郑义为,鄭義為,0,0,Cheng, William,0,0,0,0,10,
3054,Siu-kei Cheng,Cheng,Siu-kei,鄭肇祺,郑肇祺,鄭肇祺,0,0,Cheng, Siu-kei,0,0,0,0,10,
3046,J. Chester Cheng,Cheng,J. Chester,郑喆希,郑喆希,鄭喆希,0,0,Cheng, J. Chester,0,0,0,0,10,
3040,Chu-yuan Cheng,Cheng,Chu-yuan,郑竹园,郑竹园,鄭竹園,0,0,Cheng, Chu-yuan,0,0,0,0,20,
3034,Cynthia L. Chennault,Chennault,Cynthia L.,陈美丽,陈美丽,陳美麗,0,0,Chennault, Cynthia L.,0,0,0,0,20,
3033,Hock Tong Cheu,Cheu,Hock Tong,周褔堂,周褔堂,周褔堂,0,0,Cheu, Hock Tong,0,0,0,0,10,
3029,Ping-Cheung Cheung,Cheung,Ping-Cheung,张炳祥,张炳祥,張炳祥,0,0,Cheung, Ping-Cheung,0,0,0,0,20,
3025,Chan-fai Cheung,Cheung,Chan-fai,張燦輝,张灿辉,張燦輝,0,0,Cheung, Chan-fai,0,0,0,0,10,
3032,Tai Ming Cheung,Cheung,Tai Ming,张大铭,张大铭,張大銘,0,0,Cheung, Tai Ming,0,0,0,0,20,
3028,Neky Cheung,Cheung,Neky,張德貞,张德贞,張德貞,0,0,Cheung, Neky,0,0,0,0,10,
3026,Desmond Cheung,Cheung,Desmond,張海浩,张海浩,張海浩,0,0,Cheung, Desmond,0,0,0,0,10,
3027,Joys H. Y. Cheung,Cheung,Joys H. Y.,張海欣,张海欣,張海欣,0,0,Cheung, Joys H. Y.,0,0,0,0,10,
3030,Sidney C. H. Cheung,Cheung,Sidney C. H.,張展鴻,张展鸿,張展鴻,0,0,Cheung, Sidney C. H.,0,0,0,0,10,
3031,Siu-woo Cheung,Cheung,Siu-woo,張兆和,张兆和,張兆和,0,0,Cheung, Siu-woo,0,0,0,0,10,
3024,Claude Chevaleyre,Chevaleyre,Claude,施振高,施振高,施振高,0,0,Chevaleyre, Claude,0,0,0,0,10,
3023,Eng Chew,Chew,Eng,邱永强,邱永强,邱永強,0,0,Chew, Eng,0,0,0,0,10,
3022,Daniel Chew,Chew,Daniel,周丹尼,周丹尼,周丹尼,0,0,Chew, Daniel,0,0,0,0,10,
3016,Eunju Chi,Chi,Eunju,池恩周,池恩周,池恩周,0,0,Chi, Eunju,0,0,0,0,10,
3021,Zhen Chi,Chi,Zhen,池楨,池桢,池楨,0,0,Chi, Zhen,0,0,0,0,10,
3020,Wen-shun Chi,Chi,Wen-shun,紀文勳,纪文勋,紀文勳,0,0,Chi, Wen-shun,0,0,0,0,10,
3017,Robert Chi,Chi,Robert,紀一新,纪一新,紀一新,0,0,Chi, Robert,0,0,0,0,10,
3018,Wan-hsian Chi,Chi,Wan-hsian,齐婉先,齐婉先,齊婉先,0,0,Chi, Wan-hsian,0,0,0,0,20,
3019,Wei-hsian Chi,Chi,Wei-hsian,齊偉先,齐伟先,齊偉先,0,0,Chi, Wei-hsian,0,0,0,0,10,
3012,Lucille Chia,Chia,Lucille,贾晋珠,贾晋珠,賈晉珠,0,0,Chia, Lucille,0,0,0,0,20,
3014,Ning Chia,Chia,Ning,贾宁,贾宁,賈寧,0,0,Chia, Ning,0,0,0,0,20,
3013,Meng Tat Chia,Chia,Meng Tat,謝明達,谢明达,謝明達,0,0,Chia, Meng Tat,0,0,0,0,10,
3011,Caroline Chia,Chia,Caroline,謝汶亨,谢汶亨,謝汶亨,0,0,Chia, Caroline,0,0,0,0,10,
3015,Yeow Tong Chia,Chia,Yeow Tong,謝耀東,谢耀东,謝耀東,0,0,Chia, Yeow Tong,0,0,0,0,10,
3007,Gonca Ünal Chiang,Chiang,Gonca Ünal,宮劄,宫札,宮劄,0,0,Chiang, Gonca Unal,0,0,0,0,10,
3009,Wen-yu Chiang,Chiang,Wen-yu,江文瑜,江文瑜,江文瑜,0,0,Chiang, Wen-yu,0,0,0,0,20,
3010,Yung-chen Chiang,Chiang,Yung-chen,江勇振,江勇振,江勇振,0,0,Chiang, Yung-chen,0,0,0,0,10,
3006,Chih-yun Chiang,Chiang,Chih-yun,江芷澐,江芷沄,江芷澐,0,0,Chiang, Chih-yun,0,0,0,0,10,
3008,Sing-chen Lydia Chiang,Chiang,Sing-chen Lydia,蔣兴珍,蒋兴珍,蔣興珍,0,0,Chiang, Sing-chen Lydia,0,0,0,0,20,
3005,Peggy Chiao,Chiao,Peggy,焦雄屏,焦雄屏,焦雄屏,0,0,Chiao, Peggy,0,0,0,0,10,
3004,Blaine Chiasson,Chiasson,Blaine,柴國松,柴国松,柴國松,0,0,Chiasson, Blaine,0,0,0,0,10,
3002,Cecilia Lee-fang Chien,Chien,Cecilia Lee-fang,钱立方,钱立方,錢立方,0,0,Chien, Cecilia Lee-fang,0,0,0,0,20,
3003,Edward T. Chien,Chien,Edward T.,钱新祖,钱新祖,錢新祖,0,0,Chien, Edward T.,0,0,0,0,20,
3001,Masaaki Chikusa,Chikusa,Masaaki,竺沙雅章,竺沙雅章,竺沙雅章,0,0,Chikusa, Masaaki,0,0,0,0,20,
3000,Elizabeth Childs-Johnson,Childs-Johnson,Elizabeth,江伊莉,江伊莉,江伊莉,0,0,Childs-Johnson, Elizabeth,0,0,0,0,20,
2995,Carol C. Chin,Chin,Carol C.,陳銓樂,陈铨乐,陳銓樂,0,0,Chin, Carol C.,0,0,0,0,10,
2996,Hsuen Wei Chin,Chin,Hsuen Wei,陳雪薇,陈雪薇,陳雪薇,0,0,Chin, Hsuen Wei,0,0,0,0,10,
2998,Robert Chin,Chin,Robert,陳有立,陈有立,陳有立,0,0,Chin, Robert,0,0,0,0,10,
2993,Ai-li Chin,Chin,Ai-li,陈郁立,陈郁立,陳鬱立,0,0,Chin, Ai-li,0,0,0,0,10,
3850,Annping Chin,Chin,Annping,金安平,金安平,金安平,0,0,Chin, Annping,0,0,0,0,10,Annping Chin
2997,James K. Chin,Chin,James K.,錢江,钱江,錢江,0,0,Chin, James K.,0,0,0,0,10,
2999,Tamara Chin,Chin,Tamara,秦大伦,秦大伦,秦大倫,0,0,Chin, Tamara,0,0,0,0,20,
2994,Aili S. Chin,Chin,Aili S.,沈愛麗,沈爱丽,沈愛麗,0,0,Chin, Aili S.,0,0,0,0,10,
2991,Eugene Ching,Ching,Eugene,荆允敬,荆允敬,荊允敬,0,0,Ching, Eugene,0,0,0,0,10,
2992,Julia Ching,Ching,Julia,秦家懿,秦家懿,秦家懿,0,0,Ching, Julia,0,0,0,0,20,
2990,Fang-yi Chiou,Chiou,Fang-yi,邱訪義,邱访义,邱訪義,0,0,Chiou, Fang-yi,0,0,0,0,10,
2989,Tzehuey Chiou-Peng,Chiou-Peng,Tzehuey,邱茲惠,邱兹惠,邱茲惠,0,0,Chiou-Peng, Tzehuey,0,0,0,0,20,
2988,John Chipman,Chipman,John,齊普曼,齐普曼,齊普曼,0,0,Chipman, John,0,0,0,0,10,
2987,Elana Chipman,Chipman,Elana,秦琳珍,秦琳珍,秦琳珍,0,0,Chipman, Elana,0,0,0,0,10,
2986,Ekaterina Yurievna Chirkova,Chirkova,Ekaterina Yurievna,齊卡佳,齐卡佳,齊卡佳,0,0,Chirkova, Ekaterina Yurievna,0,0,0,0,10,
2985,Andrew Chittick,Chittick,Andrew,戚安道,戚安道,戚安道,0,0,Chittick, Andrew,0,0,0,0,20,
2977,Hungdah Chiu,Chiu,Hungdah,丘宏达,丘宏达,丘宏達,0,0,Chiu, Hungdah,0,0,0,0,10,
2975,Cathy Chiu,Chiu,Cathy,邱冬银,邱冬银,邱冬銀,0,0,Chiu, Cathy,0,0,0,0,20,
2978,Hungdah Chiu,Chiu,Hungdah,邱宏達,邱宏达,邱宏達,0,0,Chiu, Hungdah,0,0,0,0,10,
2981,Kuei Chiu,Chiu,Kuei,邱葵,邱葵,邱葵,0,0,Chiu, Kuei,0,0,0,0,10,
2979,Jenping Chiu,Chiu,Jenping,邱任丙,邱任丙,邱任丙,0,0,Chiu, Jenping,0,0,0,0,10,
2984,Tzu-hsiu Beryl Chiu,Chiu,Tzu-hsiu Beryl,邱子修,邱子修,邱子修,0,0,Chiu, Tzu-hsiu Beryl,0,0,0,0,20,
2976,Haiyuan Chiu,Chiu,Haiyuan,瞿海源,瞿海源,瞿海源,0,0,Chiu, Haiyuan,0,0,0,0,20,
2982,Ling-yeong Chiu,Chiu,Ling-yeong,赵令扬,赵令扬,趙令揚,0,0,Chiu, Ling-yeong,0,0,0,0,20,
2983,Sin Ming Chiu,Chiu,Sin Ming,赵善鸣,赵善鸣,趙善鳴,0,0,Chiu, Sin Ming,0,0,0,0,20,
2980,Julie Chiu,Chiu,Julie,赵茱莉,赵茱莉,趙茱莉,0,0,Chiu, Julie,0,0,0,0,20,
2974,Josephine Chiu-Duke,Chiu-Duke,Josephine,丘慧芬,丘慧芬,丘慧芬,0,0,Chiu-Duke, Josephine,0,0,0,0,20,
3849,Wi-vun Taiffalo Chiung,Chiung,Wi-vun Taiffalo,蒋为文,蒋为文,蔣爲文,0,0,Chiung, Wi-vun Taiffalo,0,0,0,0,10,Wi-vun Taiffalo Chiung
2973,Sungwu Cho,Cho,Sungwu,趙晟佑,赵晟佑,趙晟佑,0,0,Cho, Sungwu,0,0,0,0,10,
2972,Dae Seok Choi,Choi,Dae Seok,崔大錫,崔大锡,崔大錫,0,0,Choi, Dae Seok,0,0,0,0,10,
2969,Foon Yee Chong,Chong,Foon Yee,張鳳如,张凤如,張鳳如,0,0,Chong, Foon Yee,0,0,0,0,10,
2971,Keng How Chong,Chong,Keng How,張敬豪,张敬豪,張敬豪,0,0,Chong, Keng How,0,0,0,0,10,
2970,Ja Ian Chong,Chong,Ja Ian,莊嘉穎,庄嘉颖,莊嘉穎,0,0,Chong, Ja Ian,0,0,0,0,10,
3848,Kim-chong Chong,Chong,Kim-chong,庄锦章,庄锦章,莊錦章,0,0,Chong,Kim-chong,0,0,0,0,10,Kim-chong Chong
2968,Jessey J.C. Choo,Choo,Jessey J.C.,朱雋琪,朱隽琪,朱雋琪,0,0,Choo, Jessey J.C.,0,0,0,0,20,
2967,Yoke Meei Choong,Choong,Yoke Meei,宗玉媺,宗玉媺,宗玉媺,0,0,Choong, Yoke Meei,0,0,0,0,10,
2966,Whei-ming Chou,Chou,Whei-ming,周惠民,周惠民,周惠民,0,0,Chou,Whei-ming,0,0,0,0,10,
2964,Katherine Hui-Ling Chou,Chou,Katherine Hui-Ling,周慧玲,周慧玲,周慧玲,0,0,Chou, Katherine Hui-Ling,0,0,0,0,20,
3847,Ping Chou,Chou,Ping,周平,周平,周平,0,0,Chou, Ping,0,0,0,0,10,Ping Chou
3846,Ju-hsi Chou,Chou,Ju-hsi,周汝式,周汝式,周汝式,0,0,Chou, Ju-hsi,0,0,0,0,10,Ju-shi Chou
2963,Eva Shan Chou,Chou,Eva Shan,周杉,周杉,周杉,0,0,Chou, Eva Shan,0,0,0,0,20,
2965,Stephen S. Chou,Chou,Stephen S.,周善策,周善策,周善策,0,0,Chou, Stephen S.,0,0,0,0,10,
3845,Hsun-hsin Chou,Chou,Hsun-hsin,周舜莘,周舜莘,周舜莘,0,0,Chou, Hsun-hsin,0,0,0,0,10,Shun-hsin Chou
2962,Diana Yeongchau Chou,Chou,Diana Yeongchau,周永昭,周永昭,周永昭,0,0,Chou, Diana Yeongchau,0,0,0,0,10,
3843,Adam Chou,Chou,Adam,周越,周越,周越,0,0,Chou, Adam,0,0,0,0,10,Adam Yuet Chau
3844,Chih-p’ing Chou,Chou,Chih-p’ing,周質平,周质平,周質平,0,0,Chou, Chih-p’ing,0,0,0,0,10,Chi-p’ing Chou
3842,Tse-tsung,Chow,Tse-t,周策纵,周策纵,周策縱,0,0,Chow,Tse-t,1916,2007,华裔,0,10,Tse-tsung Chow
2958,Eileen Cheng-yin Chow,Chow,Eileen Cheng-yin,周成荫,周成荫,周成蔭,0,0,Chow, Eileen Cheng-yin,0,0,0,0,20,
2960,Peter C.Y. Chow,Chow,Peter C.Y.,周鉅原,周巨原,周鉅原,0,0,Chow, Peter C.Y.,0,0,0,0,10,
2961,Rey Chow,Chow,Rey,周蕾,周蕾,周蕾,0,0,Chow, Rey,0,0,0,0,20,
3841,Kai-wing Chow,Chow,Kai-wing,周启荣,周启荣,周啓榮,0,0,Chow, Kai-wing,0,0,0,0,10,Kai-wing Chow
2959,Greory C. Chow,Chow,Greory C.,邹至庄,邹至庄,鄒至莊,0,0,Chow, Greory C.,0,0,0,0,10,
2957,Howard Y. F. Choy,Choy,Howard Y. F.,蔡元丰,蔡元丰,蔡元豐,0,0,Choy, Howard Y. F.,0,0,0,0,10,
2956,Thomas Christensen,Christensen,Thomas,柯庆生,柯庆生,柯慶生,0,0,Christensen, Thomas,0,0,0,0,20,
2955,Matthias Christian,Christian,Matthias,田默迪,田默迪,田默迪,0,0,Christian, Matthias,0,0,0,0,10,
2954,Elisa Christiana,Christiana,Elisa,李秀珍,李秀珍,李秀珍,0,0,Christiana, Elisa,0,0,0,0,10,
2945,Kun-liang Chu,Chu,Kun-liang,邱坤良,邱坤良,邱坤良,0,0,Chu, Kun-liang,0,0,0,0,10,
2942,Chauncey Chu,Chu,Chauncey,屈承熹,屈承熹,屈承熹,0,0,Chu, Chauncey,0,0,0,0,20,
2951,Tung-tsu Chu,Chu,Tung-tsu,瞿同祖,瞿同祖,瞿同祖,0,0,Chu, Tung-tsu,0,0,0,0,20,
2950,Shiuon Chu,Chu,Shiuon,徐兆安,徐兆安,徐兆安,0,0,Chu, Shiuon,0,0,0,0,10,
2949,Samuel C. Chu,Chu,Samuel C.,朱昌峻,朱昌峻,朱昌峻,0,0,Chu, Samuel C.,0,0,0,0,10,
2944,Hung-lam Chu,Chu,Hung-lam,朱鸿林,朱鸿林,朱鴻林,0,0,Chu, Hung-lam,0,0,0,0,20,
2946,Manni Chu,Chu,Manni,朱曼妮,朱曼妮,朱曼妮,0,0,Chu, Manni,0,0,0,0,10,
2947,Ming-kin Chu,Chu,Ming-kin,朱銘堅,朱铭坚,朱銘堅,0,0,Chu, Ming-kin,0,0,0,0,10,
2948,Ron-guey Chu,Chu,Ron-guey,朱荣贵,朱荣贵,朱榮貴,0,0,Chu, Ron-guey,0,0,0,0,20,
2952,Wen-djang Chu,Chu,Wen-djang,朱文長,朱文长,朱文長,0,0,Chu, Wen-djang,0,0,0,0,10,
2943,Cindy Yik-yi Chu,Chu,Cindy Yik-yi,朱益宜,朱益宜,朱益宜,0,0,Chu, Cindy Yik-yi,0,0,0,0,10,
2953,Yung-deh Richard Chu,Chu,Yung-deh Richard,朱永德,朱永德,朱永德,0,0,Chu, Yung-deh Richard,0,0,0,0,10,
3840,Pingyi Chu,Chu,Pingyi,祝平一,祝平一,祝平一,0,0,Chu, Pingyi,0,0,0,0,10,Ping-yi Chu
2941,John B. Chuang,Chuang,John B.,莊慶信,庄庆信,莊慶信,0,0,Chuang, John B.,0,0,0,0,10,
2940,Tarryn Li-Min Chun,Chun,Tarryn Li-Min,陳璃敏,陈璃敏,陳璃敏,0,0,Chun, Tarryn Li-Min,0,0,0,0,10,
2939,Hong Chul Chun,Chun,Hong Chul,全弘哲,全弘哲,全弘哲,0,0,Chun, Hong Chul,0,0,0,0,10,
2938,Priscilla Chung,Chung,Priscilla,秦家德,秦家德,秦家德,0,0,Chung, Priscilla,0,0,0,0,20,
2936,Chi-nien Chung,Chung,Chi-nien,鐘基年,钟基年,鐘基年,0,0,Chung, Chi-nien,0,0,0,0,10,
2935,Chien-peng Chung,Chung,Chien-peng,鐘健平,钟健平,鐘健平,0,0,Chung, Chien-peng,0,0,0,0,10,
3839,Eva Yuen-wah Chung,Chung,Eva Yuen-wah,钟元华,钟元华,鍾元華,0,0,Chung, Eva Yuen-wah,0,0,0,0,10,Eva Yuen-wah Chung
2937,Paul S. Chung,Chung,Paul S.,鐘竹林,钟竹林,鐘竹林,0,0,Chung, Paul S.,0,0,0,0,10,
2934,Sally Church,Church,Sally,程思麗,程思丽,程思麗,0,0,Church, Sally,0,0,0,0,10,
2933,Włodzimierz Cieciura,Cieciura,Włodzimierz,齊惟慎,齐惟慎,齊惟慎,0,0,Cieciura, Włodzimierz,0,0,0,0,10,
2930,John Clark,Clark,John,姜苦乐,姜苦乐,姜苦樂,0,0,Clark, John,0,0,0,0,10,
2932,Paul Clark,Clark,Paul,康浩,康浩,康浩,0,0,Clark, Paul,0,0,0,0,10,
2929,Hugh R. Clark,Clark,Hugh R.,柯胡,柯胡,柯胡,0,0,Clark, Hugh R.,0,0,0,0,20,
2928,Anthony E. Clark,Clark,Anthony E.,柯学斌,柯学斌,柯學斌,0,0,Clark, Anthony E.,0,0,0,0,20,
2931,Keith Clark,Clark,Keith,孔斯宸,孔斯宸,孔斯宸,0,0,Clark, Keith,0,0,0,0,10,
2926,Donald C. Clarke,Clarke,Donald C.,郭丹青,郭丹青,郭丹青,0,0,Clarke, Donald C.,0,0,0,0,20,
2927,Jeremy Clarke,Clarke,Jeremy,柯傑明,柯杰明,柯傑明,0,0,Clarke, Jeremy,0,0,0,0,10,
2925,Philip Clart,Clart,Philip,柯若朴,柯若朴,柯若樸,0,0,Clart, Philip,0,0,0,0,20,
2923,Francis W. Cleaves,Cleaves,Francis W.,柯立夫,柯立夫,柯立夫,0,0,Cleaves, Francis W.,0,0,0,0,10,
2924,Francis W. Cleaves,Cleaves,Francis W.,柯立甫,柯立甫,柯立甫,0,0,Cleaves, Francis W.,0,0,0,0,10,
2922,Timothy Clifford,Clifford,Timothy,柯靖銘,柯靖铭,柯靖銘,0,0,Clifford, Timothy,0,0,0,0,10,
2921,Margaret Clinton,Clinton,Margaret,柯立梅,柯立梅,柯立梅,0,0,Clinton, Margaret,0,0,0,0,10,
2920,Ralph Nelson Clough,Clough,Ralph Nelson,高立夫,高立夫,高立夫,0,0,Clough, Ralph Nelson,0,0,0,0,10,
2919,Craig Clunas,Clunas,Craig,柯律格,柯律格,柯律格,0,0,Clunas, Craig,0,0,0,0,20,
3838,W. South Coblin,Coblin,W. South,柯蔚南,柯蔚南,柯蔚南,0,0,Coblin, W. South,0,0,0,0,20,W. South Coblin
2918,Sherman Cochran,Cochran,Sherman,高家龙,高家龙,高家龍,0,0,Cochran, Sherman,0,0,0,0,20,
2917,John D. Cochrane,Cochrane,John D.,柯楚蘭,柯楚兰,柯楚蘭,0,0,Cochrane, John D.,0,0,0,0,10,
2916,Nian-tzu Cheng Cockel,Cockel,Nian-tzu Cheng,程念慈,程念慈,程念慈,0,0,Cockel, Nian-tzu Cheng,0,0,0,0,10,
2915,Jeffrey W. Cody,Cody,Jeffrey W.,郭杰伟,郭杰伟,郭傑偉,0,0,Cody, Jeffrey W.,0,0,0,0,10,
2911,David Cohen,Cohen,David,高德,高德,高德,0,0,Cohen, David,0,0,0,0,10,
2912,Mark A. Cohen,Cohen,Mark A.,柯恒,柯恒,柯恆,0,0,Cohen, Mark A.,0,0,0,0,10,
2913,Paul Cohen,Cohen,Paul,柯文,柯文,柯文,0,0,Cohen, Paul,0,0,0,0,20,
2914,Paul Andrew Cohen,Cohen,Paul Andrew,孔寶榮,孔宝荣,孔寶榮,0,0,Cohen, Paul Andrew,0,0,0,0,10,
3837,Warren Cohen,Cohen,Warren,孔华润,孔华润,孔華潤,0,0,Cohen, Warren,0,0,0,0,10,Warren I. Cohen
3836,Jerome A. Cohen,Cohen,Jerome A.,孔杰荣,孔杰荣,孔傑榮,0,柯恩,Cohen, Jerome A.,0,0,0,0,10,Jerome Alan Cohen
2910,Alan Cole,Cole,Alan,寇爱伦,寇爱伦,寇愛倫,0,0,Cole, Alan,0,0,0,0,10,
2909,Claudia von Collani,Collani,Claudia von,柯蘭霓,柯兰霓,柯蘭霓,0,0,Collani, Claudia von,0,0,0,0,10,
2908,Matthew T. Combs,Combs,Matthew T.,李皓天,李皓天,李皓天,0,0,Combs, Matthew T.,0,0,0,0,10,
2907,Claire A. Conceison,Conceison,Claire A.,康开丽,康开丽,康開麗,0,0,Conceison, Claire A.,0,0,0,0,20,
2906,Tiffany Cone,Cone,Tiffany,媞福,媞福,媞福,0,0,Cone, Tiffany,0,0,0,0,10,
2905,Xiaoping Cong,Cong,Xiaoping,丛小平,丛小平,叢小平,0,0,Cong, Xiaoping,0,0,0,0,10,
2904,Allison Conner,Conner,Allison,康雅信,康雅信,康雅信,0,0,Conner, Allison,0,0,0,0,20,
2903,August Conrady,Conrady,August,孔好古,孔好古,孔好古,0,0,Conrady, August,0,0,0,0,20,
2902,Nicole Constable,Constable,Nicole,郭思嘉,郭思嘉,郭思嘉,0,0,Constable, Nicole,0,0,0,0,20,
2901,Victoria Contag,Contag,Victoria,孔達,孔达,孔達,0,0,Contag, Victoria,0,0,0,0,10,
3835,Scott Cook,Cook,Scott,顾史考,顾史考,顧史考,0,0,Cook, Scott,0,0,0,0,20,Scott Cook
2898,Constance A. Cook,Cook,Constance A.,柯鹤立,柯鹤立,柯鶴立,0,0,Cook, Constance A.,0,0,0,0,20,
2900,James A. Cook,Cook,James A.,柯慕贤,柯慕贤,柯慕賢,0,0,Cook, James A.,0,0,0,0,10,
2899,Francis H. Cook,Cook,Francis H.,曲克,曲克,曲克,0,0,Cook, Francis H.,0,0,0,0,20,
2897,Eugene Cooper,Cooper,Eugene,顧尤勤,顾尤勤,顧尤勤,0,0,Cooper, Eugene,0,0,0,0,10,
2896,Paul Copp,Copp,Paul,柏刚,柏刚,柏剛,0,0,Copp, Paul,0,0,0,0,20,
2895,John F. Copper,Copper,John F.,康培庄,康培庄,康培莊,0,0,Copper, John F.,0,0,0,0,20,
2894,Stéphane Corcuff,Corcuff,Stéphane,高格孚,高格孚,高格孚,0,0,Corcuff, Stephane,0,0,0,0,10,
2892,Henri Cordier,Cordier,Henri,高迪爱,高迪爱,高迪愛,0,高第,Cordier, Henri,0,0,0,0,10,
2893,Henri Cordier,Cordier,Henri,高第,高第,高第,0,0,Cordier, Henri,0,0,0,0,10,
2891,Elisabetta Corsi,Corsi,Elisabetta,伊麗,伊丽,伊麗,0,0,Corsi, Elisabetta,0,0,0,0,10,
2890,Samuel Couling,Couling,Samuel,库寿龄,库寿龄,庫壽齡,0,0,Couling, Samuel,0,0,0,0,20,
2889,Todd Coulter,Coulter,Todd,托德·科特尔,托德·科特尔,託德·科特爾,0,0,Coulter, Todd,0,0,0,0,10,
2888,Maurice Courant,Courant,Maurice,古恒,古恒,古恆,0,0,Courant, Maurice,0,0,0,0,10,
2887,Barthélémy Courmont,Courmont,Barthélémy,庫赫蒙,库赫蒙,庫赫蒙,0,0,Courmont, Barthelemy,0,0,0,0,10,
2886,Steve Coutinho,Coutinho,Steve,孔思騰,孔思腾,孔思騰,0,康思藤,Coutinho, Steve,0,0,0,0,10,
2885,Séraphin Couvreur,Couvreur,Séraphin,顾赛芬,顾赛芬,顧賽芬,0,0,Couvreur, Seraphin,0,0,0,0,20,
2884,Roger E. Covey,Covey,Roger E.,罗杰伟,罗杰伟,羅傑偉,0,0,Covey, Roger E.,0,0,0,0,10,
2883,John M. Cranford,Cranford,John M.,顾洛阜,顾洛阜,顧洛阜,0,0,Cranford, John M.,0,0,0,0,20,
2882,William Crawford,Crawford,William,郭辅德,郭辅德,郭輔德,0,0,Crawford, William,0,0,0,0,10,
3834,Herlee G. Creel,Creel,Herlee G.,顾立雅,顾立雅,顧立雅,0,0,Creel,Herlee G.,0,0,0,0,10,Herrlee G. Creel
2881,John A. Crespi,Crespi,John A.,江克平,江克平,江克平,0,0,Crespi, John A.,0,0,0,0,10,
